generation,best_so_far,best_reached,gen_best,gen_mean,gen_median,sigma,stagnation,local_search_improved,immigrants,evals,cache_hits,gen_seconds,wall_s
216,126.4872685185185,6,126.4872685185185,41.18302991274401,18.515112451771692,0.3,129,False,0,5030,436,81.24,22047.3
217,126.4872685185185,6,126.4872685185185,36.65086534690463,23.709014111185375,0.3,130,False,0,5052,438,78.26,22125.6
218,126.4872685185185,6,126.4872685185185,29.457084900299282,12.268011003811488,0.3,131,False,0,5074,440,69.31,22194.9
219,126.4872685185185,6,126.4872685185185,30.257196802414427,20.09091118803962,0.3,132,False,0,5102,442,98.9,22293.8
220,126.4872685185185,6,126.4872685185185,32.62392834918077,20.645769262747322,0.3,133,False,0,5124,444,74.43,22368.2
221,126.4872685185185,6,126.4872685185185,34.82787367667228,19.79971967844556,0.3,134,False,0,5146,446,69.05,22437.3
222,126.4872685185185,6,126.4872685185185,28.9477170379791,15.714324772871274,0.3,135,False,0,5168,448,76.34,22513.6
223,126.4872685185185,6,126.4872685185185,35.520444084183836,21.838882719949993,0.3,136,False,0,5190,450,76.68,22590.3
224,126.4872685185185,6,126.4872685185185,42.96125494403873,28.277646215647792,0.3,137,False,0,5218,452,107.61,22697.9
225,126.4872685185185,6,126.4872685185185,30.680392725397514,14.194038323144996,0.3,138,False,0,5239,455,61.46,22759.4
226,126.4872685185185,6,126.4872685185185,34.108191311174245,17.16040120633184,0.3,139,False,0,5261,457,72.22,22831.6
227,126.4872685185185,6,126.4872685185185,25.977920232512705,9.096574088003104,0.3,140,False,0,5283,459,61.88,22893.5
228,126.4872685185185,6,126.4872685185185,31.500776032353254,14.878442955140077,0.3,141,False,0,5305,461,71.81,22965.3
229,126.4872685185185,6,126.4872685185185,44.37289723554064,33.004956422452246,0.3,142,False,0,5333,463,107.47,23072.8
230,126.4872685185185,6,126.4872685185185,49.121018427378516,65.06020325249747,0.3,143,False,0,5355,465,78.88,23151.7
231,126.4872685185185,6,126.4872685185185,45.63664385235767,33.398932987624136,0.3,144,False,0,5377,467,75.0,23226.7
232,126.4872685185185,6,126.4872685185185,39.85105522919921,28.527700496261975,0.3,145,False,0,5399,469,77.56,23304.2
233,126.4872685185185,6,126.4872685185185,41.27152270201285,41.69806685936472,0.3,146,False,0,5421,471,89.78,23394.0
234,126.4872685185185,6,126.4872685185185,31.591412280285088,19.24565031362322,0.3,147,False,0,5449,473,103.21,23497.2
235,126.4872685185185,6,126.4872685185185,35.15141495725342,25.629458698665808,0.3,148,False,0,5471,475,82.63,23579.9
236,126.4872685185185,6,126.4872685185185,27.08939797931342,15.379015354948763,0.3,149,False,0,5493,477,79.11,23659.0
237,126.4872685185185,6,126.4872685185185,31.20580691550906,27.867039897539577,0.3,150,False,0,5515,479,77.99,23737.0
238,126.4872685185185,6,126.4872685185185,34.93256075328413,21.30175800262493,0.3,151,False,0,5537,481,72.88,23809.9
239,126.4872685185185,6,126.4872685185185,33.159421295288226,19.32294546780644,0.3,152,False,0,5565,483,113.26,23923.1
240,126.4872685185185,6,126.4872685185185,31.852505745750246,16.838504302925923,0.3,153,False,0,5587,485,71.94,23995.1
241,126.4872685185185,6,126.4872685185185,28.08908802458119,11.95184882378472,0.3,154,False,0,5609,487,67.35,24062.4
242,126.4872685185185,6,126.4872685185185,38.04435897025662,23.396167904987873,0.3,155,False,0,5631,489,80.12,24142.5
243,126.4872685185185,6,126.4872685185185,41.91661679754687,27.56478717665761,0.3,156,False,0,5653,491,76.51,24219.1
244,126.4872685185185,6,126.4872685185185,38.647871757729746,26.81350671764654,0.3,157,False,0,5681,493,98.72,24317.8
245,126.4872685185185,6,126.4872685185185,33.788719100694756,16.650439633000055,0.3,158,False,0,5703,495,76.73,24394.5
246,126.4872685185185,6,126.4872685185185,31.627102702526503,26.059918025678385,0.3,159,False,0,5725,497,75.29,24469.8
247,126.4872685185185,6,126.4872685185185,42.200214618181406,39.14003609709068,0.3,160,False,3,5747,499,92.75,24562.5
248,126.4872685185185,6,126.4872685185185,44.27792084378212,41.10146488177584,0.3,161,False,0,5769,501,85.85,24648.4
249,126.4872685185185,6,126.4872685185185,33.33282807226976,22.527886861579226,0.3,162,False,0,5797,503,102.78,24751.2
250,126.4872685185185,6,126.4872685185185,42.37608023559819,31.70486559377251,0.3,163,False,0,5819,505,78.45,24829.6
251,126.4872685185185,6,126.4872685185185,36.50893256582008,25.051310211811476,0.3,164,False,0,5841,507,75.01,24904.6
252,126.4872685185185,6,126.4872685185185,32.72932420880744,8.5349822590617,0.3,165,False,0,5863,509,78.26,24982.9
253,126.4872685185185,6,126.4872685185185,30.69110853542158,21.438683719065708,0.3,166,False,0,5885,511,81.65,25064.6
254,126.4872685185185,6,126.4872685185185,33.88602309278856,29.167765594343088,0.3,167,False,0,5913,513,108.75,25173.3
255,126.4872685185185,6,126.4872685185185,31.269616396083567,22.14446479629561,0.3,168,False,0,5935,515,79.49,25252.8
256,126.4872685185185,6,126.4872685185185,40.090109060376854,29.431390054766624,0.3,169,False,0,5957,517,79.12,25331.9
257,126.4872685185185,6,126.4872685185185,36.54836097114164,19.65358401699263,0.3,170,False,0,5979,519,75.69,25407.6
258,126.4872685185185,6,126.4872685185185,38.12655966643883,27.84783539840419,0.3,171,False,0,6001,521,78.96,25486.6
259,126.4872685185185,6,126.4872685185185,42.34494291380818,36.02024177325935,0.3,172,False,0,6029,523,94.68,25581.3
260,126.4872685185185,6,126.4872685185185,43.338630671523504,37.103149023578275,0.3,173,False,0,6051,525,84.37,25665.6
261,126.4872685185185,6,126.4872685185185,31.273609961487992,5.287147384088768,0.3,174,False,0,6073,527,69.72,25735.4
262,126.4872685185185,6,126.4872685185185,29.5175993571835,14.293766073414986,0.3,175,False,0,6095,529,72.69,25808.0
263,126.4872685185185,6,126.4872685185185,30.107648608572873,13.514404645992371,0.3,176,False,0,6117,531,72.55,25880.6
264,126.4872685185185,6,126.4872685185185,34.641739186472954,14.34046089089068,0.3,177,False,0,6145,533,97.08,25977.7
265,126.4872685185185,6,126.4872685185185,31.578662614164013,20.40930460338984,0.3,178,False,0,6167,535,70.1,26047.8
266,126.4872685185185,6,126.4872685185185,39.590527153511985,30.169898257227548,0.3,179,False,0,6189,537,82.94,26130.7
267,126.4872685185185,6,126.4872685185185,33.864859894788516,24.86069044455822,0.3,180,False,0,6211,539,81.91,26212.6
268,126.4872685185185,6,126.4872685185185,33.09167888494393,13.316227066272734,0.3,181,False,0,6233,541,78.3,26290.9
269,126.4872685185185,6,126.4872685185185,26.2032798156897,14.123540813181584,0.3,182,False,0,6261,543,98.73,26389.7
270,126.4872685185185,6,126.4872685185185,38.31426044171783,25.251758057578716,0.3,183,False,0,6283,545,78.41,26468.1
271,126.4872685185185,6,126.4872685185185,32.84226942708303,19.77899061260793,0.3,184,False,0,6305,547,69.64,26537.7
272,126.4872685185185,6,126.4872685185185,40.332010826508444,31.920491890001294,0.3,185,False,0,6327,549,76.82,26614.6
273,126.4872685185185,6,126.4872685185185,36.63905575556067,20.363261870441676,0.3,186,False,0,6349,551,68.98,26683.5
274,126.4872685185185,6,126.4872685185185,41.124075459596796,16.442106074284577,0.3,187,False,0,6377,553,101.21,26784.7
275,126.4872685185185,6,126.4872685185185,41.44886646218898,29.845678561172967,0.3,188,False,0,6399,555,80.07,26864.8
276,126.4872685185185,6,126.4872685185185,37.20893186465138,30.37065344165008,0.3,189,False,0,6421,557,76.37,26941.2
277,126.4872685185185,6,126.4872685185185,47.869790354262314,40.88045467528898,0.3,190,False,0,6443,559,80.32,27021.5
